,Team_x,Age,G,AB,PA,H_x,1B,2B,3B,HR_x,R_x,RBI,BB_x,IBB_x,SO_x,HBP_x,SF,SH,GDP,SB,CS,AVG_x,GB_x,FB_x,LD_x,IFFB_x,Pitches_x,Balls_x,Strikes_x,IFH_x,BU_x,BUH_x,BB%_x,K%_x,BB/K,OBP,SLG,OPS,ISO,BABIP_x,GB/FB_x,LD%_x,GB%_x,FB%_x,IFFB%_x,HR/FB_x,IFH%_x,BUH%_x,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR_x,Spd,wRC+,WPA_x,-WPA_x,+WPA_x,RE24_x,REW_x,pLI_x,phLI,PH,WPA/LI_x,Clutch_x,FB% (Pitch),FBv_x,wFB_x,wFB/C_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,Zone%_x,F-Strike%_x,SwStr%_x,BsR,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,FRM_x,AVG+_x,BB%+_x,K%+_x,OBP+,SLG+,ISO+,BABIP+_x,LD+%,GB%+_x,FB%+_x,HR/FB%+_x,Pull%+_x,Cent%+_x,Oppo%+_x,Soft%+_x,Med%+_x,Hard%+_x,EV_x,LA_x,Barrels_x,Barrel%_x,maxEV_x,HardHit_x,HardHit%_x,Events_x,CStr%_x,CSW%_x,W,L,WAR_y,ERA,CG,ShO,IP,TBF,H_y,R_y,ER,HR_y,BB_y,IBB_y,HBP_y,WP,BK,SO_y,GB_y,FB_y,LD_y,IFFB_y,Balls_y,Strikes_y,Pitches_y,RS,IFH_y,BU_y,BUH_y,K/9,BB/9,K/BB,H/9,HR/9,AVG_y,WHIP,BABIP_y,LOB%,FIP,GB/FB_y,LD%_y,GB%_y,FB%_y,IFFB%_y,HR/FB_y,IFH%_y,BUH%_y,tERA,xFIP,WPA_y,-WPA_y,+WPA_y,RE24_y,REW_y,pLI_y,inLI,gmLI,exLI,Pulls,WPA/LI_y,Clutch_y,FB% 2,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,Zone%_y,F-Strike%_y,SwStr%_y,HLD,SD,MD,ERA-,FIP-,xFIP-,K%_y,BB%_y,SIERA,RS/9,E-F,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,Pace (pi),FRM_y,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+_y,WHIP+,BABIP+_y,LOB%+,K%+_y,BB%+_y,LD%+,GB%+_y,FB%+_y,HR/FB%+_y,Pull%+_y,Cent%+_y,Oppo%+_y,Soft%+_y,Med%+_y,Hard%+_y,EV_y,LA_y,Barrels_y,Barrel%_y,maxEV_y,HardHit_y,HardHit%_y,Events_y,CStr%_y,CSW%_y,xERA,Opp
0,KCR,28,1616,3900,4374,1002,647,187,10,158,527,509,387,13,944,51,25,8,89,67,24,0.257,1268,1104,594,109,16767,6082,10685,67,23,9,0.088,0.216,0.41,0.33,0.432,0.762,0.175,0.299,1.15,0.2,0.428,0.372,0.099,0.143,0.053,0.391,0.33,42.5,573,54.6,-8.0,135.5,-13.2,174.2,17.4,3.9,110,2.33,-77.52,79.85,36.74,3.97,1.01,1.93,78,7.37,-5.05,0.472,93.6,30.5,0.39,0.316,0.6779999999999999,0.4679999999999999,0.629,0.863,0.7709999999999999,0.419,0.617,0.107,-6.7,0.285,0.649,0.4679999999999999,0.57,0.858,0.77,0.502,18.6,-21.1,-9.4,103,101,96,102,104,106,100,0.99,100,101,112,97,99,105,98,95,109,89.9,13.2,265,0.089,117.5,1274,0.426,2992,0.1689999999999999,0.276,3,12,0.4,6.24,1,0,118.1,505,119,87,82,23,34,0,3,6,0,82,126,188,69,26,709,1193,1902,60,6,2,2,6.24,2.59,2.41,9.05,1.75,0.254,1.29,0.264,0.557,5.35,0.67,0.18,0.3289999999999999,0.491,0.138,0.122,0.048,1.0,5.17,5.42,-2.87,-9.98,7.11,-24.8,-2.58,0.84,0.82,0.88,0.98,20,-1.3,-2.11,0.447,0.308,0.7090000000000001,0.472,0.6970000000000001,0.904,0.8240000000000001,0.409,0.612,0.083,0,0,0,142,127,127,0.162,0.067,5.2,4.56,0.89,0.095,0.418,0.358,0.223,0.145,0.517,0.3379999999999999,5.07,0.275,17.5,-0.4,70,80,88.0,108,145,105,100,90,77.0,70,79,92,78,128,99.0,103,104,90,94,99,104,88.8,19.5,39,0.1009999999999999,113.5,133,0.345,386,0.152,0.236,4.95,Boston
