,Team_x,Age,G,AB,PA,H_x,1B,2B,3B,HR_x,R_x,RBI,BB_x,IBB_x,SO_x,HBP_x,SF,SH,GDP,SB,CS,AVG_x,GB_x,FB_x,LD_x,IFFB_x,Pitches_x,Balls_x,Strikes_x,IFH_x,BU_x,BUH_x,BB%_x,K%_x,BB/K,OBP,SLG,OPS,ISO,BABIP_x,GB/FB_x,LD%_x,GB%_x,FB%_x,IFFB%_x,HR/FB_x,IFH%_x,BUH%_x,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR_x,Spd,wRC+,WPA_x,-WPA_x,+WPA_x,RE24_x,REW_x,pLI_x,phLI,PH,WPA/LI_x,Clutch_x,FB% (Pitch),FBv_x,KN%_x,KNv_x,wFB_x,wKN_x,wFB/C_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,Zone%_x,F-Strike%_x,SwStr%_x,BsR,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,FRM_x,AVG+_x,BB%+_x,K%+_x,OBP+,SLG+,ISO+,BABIP+_x,LD+%,GB%+_x,FB%+_x,HR/FB%+_x,Pull%+_x,Cent%+_x,Oppo%+_x,Soft%+_x,Med%+_x,Hard%+_x,EV_x,LA_x,Barrels_x,Barrel%_x,maxEV_x,HardHit_x,HardHit%_x,Events_x,CStr%_x,CSW%_x,W,L,WAR_y,ERA,CG,ShO,IP,TBF,H_y,R_y,ER,HR_y,BB_y,IBB_y,HBP_y,WP,BK,SO_y,GB_y,FB_y,LD_y,IFFB_y,Balls_y,Strikes_y,Pitches_y,RS,IFH_y,BU_y,BUH_y,K/9,BB/9,K/BB,H/9,HR/9,AVG_y,WHIP,BABIP_y,LOB%,FIP,GB/FB_y,LD%_y,GB%_y,FB%_y,IFFB%_y,HR/FB_y,IFH%_y,BUH%_y,tERA,xFIP,WPA_y,-WPA_y,+WPA_y,RE24_y,REW_y,pLI_y,inLI,gmLI,exLI,Pulls,WPA/LI_y,Clutch_y,FB% 2,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,Zone%_y,F-Strike%_y,SwStr%_y,HLD,SD,MD,ERA-,FIP-,xFIP-,K%_y,BB%_y,SIERA,RS/9,E-F,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,Pace (pi),FRM_y,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+_y,WHIP+,BABIP+_y,LOB%+,K%+_y,BB%+_y,LD%+,GB%+_y,FB%+_y,HR/FB%+_y,Pull%+_y,Cent%+_y,Oppo%+_y,Soft%+_y,Med%+_y,Hard%+_y,EV_y,LA_y,Barrels_y,Barrel%_y,maxEV_y,HardHit_y,HardHit%_y,Events_y,CStr%_y,CSW%_y,xERA,Opp
0,LAA,29,1704,3914,4301,1027,719,186,16,106,465,444,302,17,919,34,29,19,118,60,18,0.262,1391,985,633,78,16398,5726,10672,98,34,8,0.07,0.214,0.33,0.319,0.399,0.718,0.137,0.316,1.41,0.21,0.462,0.327,0.079,0.108,0.07,0.235,0.311,-23.3,498,-17.4,-11.3,133.2,-13.3,92.7,9.3,4.1,97,-0.5,-78.02,77.52,-36.12,-3.69,1.02,1.43,73,-2.26,1.77,0.5,93.9,0.0,54.3,-9.9,0.5,-0.12,0.331,0.6759999999999999,0.476,0.66,0.862,0.7809999999999999,0.42,0.615,0.104,-10.4,0.304,0.644,0.476,0.605,0.8590000000000001,0.779,0.506,18.3,-24.6,6.5,105,80,95,99,96,83,106,1.04,108,88,84,87,104,115,94,101,101,88.9,10.0,197,0.065,115.8,1155,0.379,3046,0.172,0.2769999999999999,9,5,2.1,3.32,1,1,124.2,503,82,49,46,18,51,0,11,12,0,160,128,101,51,12,710,1264,1974,66,9,0,0,11.55,3.68,3.14,5.92,1.3,0.186,1.07,0.243,0.8,4.07,1.27,0.182,0.457,0.361,0.119,0.178,0.07,0.0,4.02,3.52,1.34,-8.43,9.77,12.85,1.34,1.0,0.96,0.86,1.2,20,0.88,0.46,0.396,0.29,0.672,0.466,0.521,0.8240000000000001,0.723,0.462,0.6,0.129,0,0,0,77,93,82,0.318,0.1009999999999999,3.58,4.76,-0.75,0.217,0.4429999999999999,0.304,0.254,0.1889999999999999,0.4679999999999999,0.3429999999999999,3.61,0.455,19.2,-0.5,130,113,115.0,71,107,77,83,83,111.0,137,119,93,109,94,144.0,109,88,103,123,90,105,86.5,11.1,28,0.1,110.7,100,0.356,281,0.172,0.301,3.73,Washington
